id,type,time,author,author_id,re_tweeter,associated_tweet,text
1.14E+018,tweet,1560000000000,GoodBadOfficial,9.76E+017,,1.14E+018,KabirSingh USA Box Office Fri: $216k Sat: $240k Total Cume: $456k
1.14E+018,tweet,1560000000000,DiscourseDancer,53138880,,1.14E+018,Kabir Singh looks up to the sky because it stands on the shoulder of giants Raj and Rahul and Rowdy Rathore and that Amitabh Bachchan character from 80âs Dostana.
1.14E+018,tweet,1560000000000,YAQOOB_rko,3066065011,,1.14E+018,RT  pinkvilla Kabir Singh actors Shahid Kapoor and Kiara Advani are all smiles as they visit a mall; See photos -  Â â¦  KabirSingh  ShahidKapoor  KiaraAdvani
1.14E+018,tweet,1560000000000,DilliwalaFoodie,353086887,,1.14E+018,"""â¦ KabirSingh was an addict from the beginning of the story"
1.14E+018,tweet,1560000000000,panda_randhir,1.14E+018,,1.14E+018,Kabir singh kis kis ko pasand aayiWell done shahid kapoorWish you luck in future from all AD fans shahidkapoorUNLEASH TANHAJI ON HOLIDAYS
1.14E+018,tweet,1560000000000,AartiVasudev3,1.14E+018,,1.14E+018,Kabir singh kis kis ko pasand aayiWell done shahid kapoorWish you luck in future from all AD fans shahidkapoorUNLEASH TANHAJI ON HOLIDAYS
1.14E+018,tweet,1560000000000,AnkanAD1,1.14E+018,,1.14E+018,Kabir singh kis kis ko pasand aayiWell done shahid kapoorWish you luck in future from all AD fans shahidkapoorUNLEASH TANHAJI ON HOLIDAYS
1.14E+018,tweet,1560000000000,AjayMania_AD,8.42E+017,,1.14E+018,Kabir singh kis kis ko pasand aayiWell done shahid kapoorWish you luck in future from all AD fans shahidkapoorUNLEASH TANHAJI ON HOLIDAYS
1.14E+018,tweet,1560000000000,gour_rishikant,1.07E+018,,1.14E+018,Kya movie h yrr 5 time dekha chuka hu or dekh ne ka mn kr raha h  shahidkapoor ne theatre fad diya h KabirSingh pic.twitter.com/2q8WArwdNY
1.14E+018,tweet,1560000000000,mystiquekishi21,8.58E+017,,1.14E+018,"""Anyways"
1.14E+018,tweet,1560000000000,JainIamakshat,8.25E+017,,1.14E+018,shahidkapoor u nailed the role  kabir singh  one of the best movie of indian cinema .evry bachelors shud  watch this blockbuster  Advani_Kiara u beautypic.twitter.com/I5xDBL0nlW
1.14E+018,tweet,1560000000000,srkaastic,2843327238,,1.14E+018,Goals : Stalk a girl so hard she falls in love with you. KabirSingh
1.14E+018,tweet,1560000000000,Arvind_a4u,329682092,,1.14E+018,shahidkapoor kabir Singh movie's act is super .Some dialogs are very .................Thanks shahid.
1.14E+018,tweet,1560000000000,Shubham41654419,517306745,,1.14E+018,Perfect review bhai.. Everybody is reviewing character and not movie not story but they don't know (consciously) that  shahidkapoor has left mark as  KabirSingh on them also.
1.14E+018,tweet,1560000000000,KabirrKhan_,1.13E+018,,1.14E+018,"""Yeah"
1.14E+018,tweet,1560000000000,shreya11mehra,2272530854,,1.14E+018,Award winning performance by  shahidkapoor  Wat a fantastic movie. Cheers  KabirSingh pic.twitter.com/nSA4XHnZmz
1.14E+018,tweet,1560000000000,Namitraii,371778605,,1.14E+018,"""Story of  KabirSingh & Preeti Sikka is Wild"
1.14E+018,tweet,1560000000000,NiigaamRajnish,2755862278,,1.14E+018,Student of the year is expectationKabir Singh is reality.
1.14E+018,tweet,1560000000000,Ashish_Manwal,377784859,,1.14E+018,watching Kabir Singh at Pvr Icon Madhapur  Â â¦
1.14E+018,tweet,1560000000000,Utkarsha_desai,3537362474,,1.14E+018,Will try to sing  Meresohneya and upload (my version maybe) tomorrow.  Kabirsingh
1.14E+018,tweet,1560000000000,Mandeep_29,1852999826,,1.14E+018,"""of kabir singh be inspiring? The problem is in the grass roots"
1.14E+018,tweet,1560000000000,Mandeep_29,1852999826,,1.14E+018,Whether kabir singh glorified kabir singh and portrayed him as a hero or not is not as big a problem as some of the audience's reaction to it. Some people are calling it inspirational and are calling it a great love story. How can this be a love story? How can the character
1.14E+018,tweet,1560000000000,iprateek12,1.08E+018,,1.14E+018,Suresh Oberoi was terrific. Also 92 years old Kamini Kaushal.  KabirSingh
1.14E+018,tweet,1560000000000,onkarganore,228040114,,1.14E+018,shahidkapoor Nice Movie Sir  KabirSingh
1.14E+018,tweet,1560000000000,Er_ASP,133381261,,1.14E+018,Loved the acting of  shahidkapoor ..  KabirSingh
1.14E+018,tweet,1560000000000,ashwa_thama,2456916782,,1.14E+018,Pakistani Kabir SÌ¶iÌ¶nÌ¶gÌ¶hÌ¶ Bin Laden kabirsinghboxoffice  KabirSingh pic.twitter.com/oZzibGsE0d
1.14E+018,tweet,1560000000000,bhillager_boi,9.95E+017,,1.14E+018,Second half of Movie Kabir singh is just a normal day of an Engineer's life.Drinking smoking showing pain and anger.
1.14E+018,tweet,1560000000000,HiraRabari88,3167858905,,1.14E+018,Kabirsingh Unbelievable Response.. Public Positive.. All over.. 3rd day.. 26-28cr. BLOCKBUSTER  shahidkapoor's BIGGEST HIT..  Advani_Kiara loved... India..
1.14E+018,tweet,1560000000000,srk_zubershaik,2194203954,,1.14E+018,Decent First Half & Average Second Half   KabirSingh
1.14E+018,tweet,1560000000000,_Simply_chaotic,4443596054,,1.14E+018,What a movie  KabirSingh is! Brilliant portrayal by  shahidkapoor ! Spellbound!  Absolutely loved it!!
1.14E+018,tweet,1560000000000,mrssoftmalhotra,1485092532,,1.14E+018,and the only thing which is triggering everyone is Kabir Singh !  Â â¦
1.14E+018,tweet,1560000000000,AmRajdip,164618350,,1.14E+018,Don't you think ending of  KabirSingh should have been different? May be you suddenly waking up in an asylum at end and realised everything was a dream actually. That would have been an end with a bang with the angry BGM in background.
1.14E+018,tweet,1560000000000,SagarJadav,145602456,,1.14E+018,"""But till June"
1.14E+018,tweet,1560000000000,HARDIKBARIA1,790754221,,1.14E+018,""" KabirSingh  shahidkapoor what an actor boss "
1.14E+018,tweet,1560000000000,TheDevilShahbaz,85403987,,1.14E+018,Reviews for  Bharat 14k with  IMDb 5.9 rating  n kabir singh reviews 4k on imdb 8.3 rating number and haters explains it
1.14E+018,tweet,1560000000000,DilliwalaFoodie,353086887,,1.14E+018,"""Letâs look at  KabirSingh objectively. Protagonist"
1.14E+018,tweet,1560000000000,Ganesh16183229,1.14E+018,,1.14E+018,Ya you right what a superb acting she had done in Kabir Singh almost 50 kissing Singh 1 or 2 dialogue you predict right
1.14E+018,tweet,1560000000000,DoesitM17510419,1.08E+018,,1.14E+018,"""(2/2) Lyrics now make sense to me. I might not be à¤¤à¥à¤°à¥ à¤¸à¤¾à¤¥ à¤¹à¥ à¤à¤¾à¤à¤à¤à¥ à¤à¤¼à¤¤à¥à¤® "
1.14E+018,tweet,1560000000000,FishnuVishnu,362100957,,1.14E+018,This ho went from misogyny in Kabir Singh to atrocities by Sandeep Reddy  Â â¦
1.14E+018,tweet,1560000000000,akash_gajmal,3168706805,,1.14E+018,Top 2 best Remakesmade in bollywood( better than original )SINGHAM ajaydevgnKABIR SINGH  shahidkapoor
1.14E+018,tweet,1560000000000,UpdateBolly,9E+017,,1.14E+018,KabirSingh collected approx 27Cr on 3rd day. Total 70Cr nett approx. Beats  SalmanKhan starrer  Bharat on 3rd day coz that film was collected 22Cr on 3rd day. Check out KABIR SINGH 3days overseas & total worldwide collection here  Â pic.twitter.com/ff5MAnxDn4
1.14E+018,tweet,1560000000000,bhillager_boi,9.95E+017,,1.14E+018,"""Kabir Singh is doing Drug"
1.14E+018,tweet,1560000000000,ayan_277885,8.79E+017,,1.14E+018,""" KabirSinghReview  KabirSingh I have seen life from a lot. See how one can destroy a life if a love is not full.If the Kabir was died  at the end of this movie"
1.14E+018,tweet,1560000000000,SalmanKhanHolic,154433981,,1.14E+018,"""â Before that [ ArjunReddy] that I always remember"
1.14E+018,tweet,1560000000000,garima0208,532318760,,1.14E+018,"""Dear Men"
1.14E+018,tweet,1560000000000,Damn_crazzzy,387090385,,1.14E+018,Advani_Kiara i was your fan from 1st movie but from  kabirsingh you are one of my favourite actress
1.14E+018,tweet,1560000000000,TarunaChopra2,1.12E+018,,1.14E+018,"Congrats sir for a great Sucess of the Film  ""kabir Singh"" .Ur Hard work speaks."
1.14E+018,tweet,1560000000000,MyraSharma17,1.13E+018,,1.14E+018,What is this controversy on  KabirSingh ?
1.14E+018,tweet,1560000000000,sanjana1023,1103644940,,1.14E+018,Kabir Singh : An excruciatingly painfully long movie which sends a completely wrong mesaage to the Bollywood influenced Indian youth. It seemed like Shahid Kapoor did the movie to get all the awards rather than pay attention to the content.
1.14E+018,tweet,1560000000000,ravilokchandani,127788922,,1.14E+018,shahidkapoor take a bow man.. Just watched  KabirSingh n u were outstandingly awesome..ufff.
1.14E+018,tweet,1560000000000,themighty_ahmed,9.18E+017,,1.14E+018,It's not the goodbye that hurts. It's the flashbacks that follow... !  KabirSingh  Masterpiece  shahidkapoor  Advani_Kiara
1.14E+018,tweet,1560000000000,atharparvez1,286080748,,1.14E+018,After KABIR SINGH people will surely get attracted towards alcohol and smoking like it will cause nothing to their healthBut they shouldn't forget the first scene where a lady loose everything because of smoking.So stay away from these bad things and be healthy.. quit_tobacco
1.14E+018,tweet,1560000000000,Wanderlustress_,139107171,,1.14E+018,ShahidKapoor in  KabirSingh is  love
1.14E+018,tweet,1560000000000,___R1__,302484562,,1.14E+018,Box Office: Kabir Singh all set to become Shahid Kapoor's first solo Rs. 100 cr grosser - Bollywood Hungama  Â â¦
1.14E+018,tweet,1560000000000,PremLionHeart1,1.13E+018,,1.14E+018,KabirSingh  awesome movie.. not a filmy drama. Genuine love and care for  Love.
1.14E+018,tweet,1560000000000,Rajeshk31360940,1.14E+018,,1.14E+018,Kabir singh movie pic.twitter.com/NjUPUVsZLp
1.14E+018,tweet,1560000000000,Punu_Hashmi,3112061905,,1.14E+018,Acting level - Legendary  KabirSingh  shahidkapoor
1.14E+018,tweet,1560000000000,pathaksudh,176035180,,1.14E+018,South Indian is a very broad and often erroneous lable. Even though the big banners dub in neighbouring languages; Telugu industry is different from Tamil and so is Kannada from Malayalam. Which one you are referring to? Having watched  ArjunReddy not interested in  KabirSingh.
1.14E+018,tweet,1560000000000,Arthwrites,119335688,,1.14E+018,Top 3 love stories with Obsession1.  Rockstar2. KabirSingh3. Fitoor  Bollywood  BoxOfficeIndia  RanbirKapoor  AdityaRoyKapur  ShahidKapoor  KatrinaKaif  KiaraAdvani  NargisFakhri
1.14E+018,tweet,1560000000000,rk24040,994601713,,1.14E+018,""" movietime  sunday  weekendvibes   kabirsingh  shahidkapoor  kiaraadvani   Ranchi"
1.14E+018,tweet,1560000000000,Pratham69399865,9.2E+017,,1.14E+018,I am very happy for  KabirSingh  shahidkapoor . Great acting sir and  Advani_Kiara  mam too. I like the stardom  shahidkapoor sir is getting fir this movie
1.14E+018,tweet,1560000000000,Akbar3d,314717220,,1.14E+018,"shahidkapoor shahid ur a wonderful actor.. I dont know who u r b4 ""jab we met"". After this i love ur style. I search all ur movies and watched 1by1. Kabir singh is awesome .. U only.. And u r perfect.. God bless u.. We want to see u again and again and again in BIG screen.."
1.14E+018,tweet,1560000000000,NavnMuthvrapu,141623914,,1.14E+018,imvangasandeep Your win is a win to every dreamer. Inspiring stuff what I hear about  KabirSingh See you in cinemas. Soon.
1.14E+018,tweet,1560000000000,chackowacko,376030198,,1.14E+018,The reason Kabir Singh did so well despite critic angst.  Â â¦
1.14E+018,tweet,1560000000000,drswati1,490149759,,1.14E+018,""" shahidkapoor I m biggest fan of urs"
1.14E+018,tweet,1560000000000,Rajiv07083316,1.08E+018,,1.14E+018,Kabir singh rockssss
1.14E+018,tweet,1560000000000,ChaitraSalian,594375712,,1.14E+018,If Kabir Singh is Heart Then Arjun Reddy is Soul...  KabirSingh  ArjunReddy
1.14E+018,tweet,1560000000000,mainbhiengineer,616321817,,1.14E+018,"""Kabir singh is good"
1.14E+018,tweet,1560000000000,JayLodhiya01,9.17E+017,,1.14E+018,shahidkapoor So far one of the best performances in  kabirsingh i love it  and so far one of the best love story. pic.twitter.com/hOBgvg9fO6
1.14E+018,tweet,1560000000000,rajrishu13,2802388187,,1.14E+018,"""Ranchordas used to do science experiments at least besides being a topper.Kabir Singh is an alcoholic"
1.14E+018,tweet,1560000000000,sharmapraveenok,9.69E+017,,1.14E+018,shahidkapoor  Advani_Kiara you both done outstanding acting in  KabirSingh.... am fully in love with your acting and personality... superb acting and must watch!! pic.twitter.com/TtUPebkBb5
1.14E+018,tweet,1560000000000,arunpatole33,1331816149,,1.14E+018,KabirSingh Awesome  Movie.. shahidkapoor well played Bhai.... Shahid iz back...full2paisa vasul Kabir Singh movie.. Bollywood
1.14E+018,tweet,1560000000000,Ram112018,9.37E+017,,1.14E+018,"""Today friend told me about  KabirSingh movie.DISTURBING.Such bollywood s**ts leaves so much of -ve impact on 2day's youngsters who r short tempered"
1.14E+018,tweet,1560000000000,Nawaaban,407505502,,1.14E+018,So how is Shahid Kapoor in Kabir Singh?..And how is Kabir Singh?...Pl give your review...
1.14E+018,tweet,1560000000000,SunnyTejwani1,9.17E+017,,1.14E+018,Kaminey  Haider  udtapunjaab & Now  KabirSingh It's a proven fact that  shahidkapoor  U play Grey character at it's best.It was Ur 1st movie i watched in theatre and got more than expected.Specially after watching  ArjunReddy twiceHope b'wood offers U characters driven Roles.
1.14E+018,tweet,1560000000000,Abdulmujeebhyd,7.55E+017,,1.14E+018,Watched  KabirSingh surprised..! actually 2nd half is engaging  shahidkapoor has done fantastic work.
1.14E+018,tweet,1560000000000,ishhhhhh_,8.11E+017,,1.14E+018,Why the hell are ppl spreading rumours that  KabirSingh has a rape case?!You guys need to shut your fucking mouths and stop judging it without watching!This movie deserves only love that's it.
1.14E+018,tweet,1560000000000,shaliniv_dubey,3318469596,,1.14E+018,Watching  kabirsingh  shahidkapoorpic.twitter.com/VWvhuS7zSp
1.14E+018,tweet,1560000000000,Moviebuff007,8.43E+017,,1.14E+018,KabirSingh performance at BOMindBlowing!
1.14E+018,tweet,1560000000000,RealFirstBuzz,9.62E+017,,1.14E+018,Simply stunning! kiaraaliaadvani in a still from  KabirSingh. pic.twitter.com/MrK0VJQpCJ - Team FirstBuzz  RealFirstBuzz  FirstBuzz  Bollywood  Actress  Beautiful  influencer  fashion  love  model  style  like  beauty  lifestyle  ootd  fitness  makeup
1.14E+018,tweet,1560000000000,TheDevilShahbaz,85403987,,1.14E+018,The way people are making videos of  KabirSingh on  tiktok_us reminds me of the crazy which was during  Terenaam agar aaj jaati toh nazaraa kuch or hota RADHEEE !!! Fucking rules  BeingSalmanKhan  Bharat
1.14E+018,tweet,1560000000000,dropsofsunndews,627231021,,1.14E+018,shahidkapoor You have created magic on the screen. You have nailed it to the hilt.  Advani_Kiara u pulled it off like a Pro. Loved Arjun Reddy but Kabir Singh better. The songs still linger in my ears  KabirSingh
1.14E+018,tweet,1560000000000,OfficialRajuAl1,1.14E+018,,1.14E+018,Sahid Kapoor  Rocking Kabir_singh 1st_day_1st_show
1.14E+018,tweet,1560000000000,Hauwa_2017,1.08E+018,,1.14E+018,"""People- à¬­à¬¾à¬"
1.14E+018,tweet,1560000000000,surbhi29sharma,2354283223,,1.14E+018,Sohneya from the movie Kabir Singh and Cross me by Ed Sheeran
1.14E+018,tweet,1560000000000,ek_bun_maska,1015278294,,1.14E+018,Advani_Kiara is sooo freaking beautiful.. Loved your performance in  KabirSingh
1.14E+018,tweet,1560000000000,krickysvmc,947656032,,1.14E+018,Yes I loved Kabir Singh. You can judge me all you want yo!
1.14E+018,tweet,1560000000000,ArpitKaur96,2816450569,,1.14E+018,"""Donât know why people are actually going and watching Kabir Singh"
1.14E+018,tweet,1560000000000,UnBumf,76289121,,1.14E+018,Maybe the problem with Kabir Singh is 'Us'A fresh take on the  KabirSingh controversy. Â â¦
1.14E+018,tweet,1560000000000,NainiDesai,3289583449,,1.14E+018,Watched  KabirSingh today. What a mindblowing movie!!  shahidkapoor you nailed it!!
1.14E+018,tweet,1560000000000,TheAhmedShariff,277002126,,1.14E+018,Kabir Singh has a good title song tho Â â¦
1.14E+018,tweet,1560000000000,varghesehimansu,2344949317,,1.14E+018,"""Right from the opening scene where he"
1.14E+018,tweet,1560000000000,Arthwrites,119335688,,1.14E+018,""" KabirSingh is literally  shahidkapoor 's BEST.Passionate love story"
1.14E+018,tweet,1560000000000,imSRungta,1492568623,,1.14E+018,That was  shahidkapoor best performance till date  Kabirsingh .  Advani_Kiara was also amazing..A perfect remake of Arjun Reddy.. loved it completely .
1.14E+018,tweet,1560000000000,mayuganapatye,103902493,,1.14E+018,shahidkapoor what a performance...  Kudos  MustWatch  GameChanger  KabirSingh.
1.14E+018,tweet,1560000000000,SaritaTanwar,56336341,,1.14E+018,KabirSingh.  SorryNotSorrypic.twitter.com/cCqsSHNunI
1.14E+018,tweet,1560000000000,abhishekeci,7.05E+017,,1.14E+018,Listen aunty ... You also worked in a film like  DelhiBelly What you say about that...  MaiKaruToSalaCharachterDheelaHai  KabirSingh is a great movie and I love  shahidkapoor  for his acting in the movie.
1.14E+018,tweet,1560000000000,amy_razzle,1279587740,,1.14E+018,watching Kabir Singh at Inox Forum Neighbourhood Mall  Â â¦
1.14E+018,tweet,1560000000000,kapil_chhangani,272296499,,1.14E+018,shahidkapoor the world of   KabirSingh awesome with ur mind blowing performance. Big congrats for  KabirSingh success. After too much online(hard) work finally I got the movie ticket because mostly all show running sold out.
1.14E+018,tweet,1560000000000,Lokesh_says,140472672,,1.14E+018,imvangasandeep anna nuv great aa shahid kapoor gadini emana elevate chesav Faithful remake with better cast & top production values  KabirSingh
1.14E+018,tweet,1560000000000,Anuraghindu86,8.89E+017,,1.14E+018,KabirSingh heading to 27.50cr on Sunday early estimate.Weekend:- 71cr(est)Verdict:- Blockbuster. shahidkapoor  Advani_Kiara
1.14E+018,tweet,1560000000000,manojnikumbh3,8.31E+017,,1.14E+018,It's not a competition.It's just a remake in Hindi.From same director.After  KabirSingh Shahid carrier goes up.Best of luck  shahidkapoor  Advani_Kiara
1.14E+018,tweet,1560000000000,hussainpaul27,1.13E+018,,1.14E+018,BoxOffice:  KabirSingh all set to become  shahidkapoor âs first solo Rs. 100 cr grosser Â â¦
1.14E+018,tweet,1560000000000,anups4794,487588358,,1.14E+018,watching Kabir Singh at Cinepolis P&m Mall Jamshedpur  Â â¦
1.14E+018,tweet,1560000000000,suryaprakashv,59443942,,1.14E+018,KabirSingh  KabirSinghReview ; for all the talk of depection of  ToxicMasculinity ; Kabir Singh seems to have exposed the serious inherent issues in  ToxicFeminism
1.14E+018,tweet,1560000000000,SabORIGINALhai,635074508,,1.14E+018,""" Advani_Kiara you beauty... totally rocking the  KabirSingh looking forward your next &  shahidkapoor angry "
1.14E+018,tweet,1560000000000,LyricsMaze,2302425517,,1.14E+018,Simply stunning!  kiaraaliaadvani in a still from  KabirSingh. pic.twitter.com/KeDYQGJE8u
1.14E+018,tweet,1560000000000,KUNALKEDIA7,4832517981,,1.14E+018,Lovely special appearance  nikifyinglife in  KabirSingh. Loved your character.  shahidkapoor pure class. Loved it as much as  ArjunReddy. Loved innocence of  Advani_Kiara. A must watch
1.14E+018,tweet,1560000000000,tarun_tiger_,2714494944,,1.14E+018,KabirSingh what a movie  shahidkapoor is outstanding his acting was excellent!!  Advani_Kiara also a good actress...!! Love this movie  Must Watch!! Iâll give  rating...  ShahidKapoor  KiaraAdvanipic.twitter.com/aa2KBpN7Wy
1.14E+018,tweet,1560000000000,PratikDhall,3321736333,,1.14E+018,shahidkapoor - I am So happy and glad that u made it finally. Ur performance in  KabirSingh is remarkable. Had been a fan of ur work since Ishq Vishq. U r one true powerhouse of talent. Keep up the good work. I am gonna watch this movie again. N do hell wid our biased Critics.
1.14E+018,tweet,1560000000000,chirag_saraogi,1219009135,,1.14E+018,watching Kabir Singh at INOX Leisure Ltd.  Â â¦
1.14E+018,tweet,1560000000000,ganeshparui969,8.25E+017,,1.14E+018,kabirsingh awesome movie... ND special both couple....  Full hard  passionate lovers pic.twitter.com/LHjzxqpJLX
1.14E+018,tweet,1560000000000,realshubham841,4099142773,,1.14E+018,"""First time saw craziness for any film of  shahidkapoor "
1.14E+018,tweet,1560000000000,news18dotcom,284920800,,1.14E+018,""" KabirSingh remained unstoppable on its second day"
1.14E+018,tweet,1560000000000,DilliwalaFoodie,353086887,,1.14E+018,"""â Utkarsha_desai"
1.14E+018,tweet,1560000000000,Dheeraj12164448,1.14E+018,,1.14E+018,If you don't have guts to marryThen don't play with her feelingsBe like:- kabir singhpic.twitter.com/SqcKAJ87i3
1.14E+018,tweet,1560000000000,Ramjangid242,4024888291,,1.14E+018,Went to watch movie with kid and I regret it  kabirSingh
1.14E+018,tweet,1560000000000,shivamrealking,146013253,,1.14E+018,"""After watching  KabirSingh "
1.14E+018,tweet,1560000000000,logic_analyser,1.07E+018,,1.14E+018,Happy for you...may you get all the fame and credit you deserve ...and kabir Singh is gonna be blockbuster
1.14E+018,tweet,1560000000000,criticsofcinema,1.03E+018,,1.14E+018,"""For all those wondering if  KabirSingh is a happy ending then you are wrong. The real story starts aftr-Lady is crushed by narcissist abuser"
1.14E+018,tweet,1560000000000,SRKs_Wolverine,9.27E+017,,1.14E+018,He truly deserves all the awards.. Performance of the Year  KabirSingh  Â â¦
1.14E+018,tweet,1560000000000,bolivud,1711701068,,1.14E+018,KabirSingh is Chasing a Blockbuster Status Now.As per today's collection it's already a Clean Hit. shahidkapoor  Advani_Kiara  imvangasandeep  Â â¦pic.twitter.com/SuaKdFWdVA
1.14E+018,tweet,1560000000000,Abhishe31008365,1.06E+018,,1.14E+018,"""What a movie!!!it can make you"
1.14E+018,tweet,1560000000000,Mainvalue_11,7.28E+017,,1.14E+018,watching Kabir Singh at Carnival Cinemas Pacific Mall Kaush  Â â¦
1.14E+018,tweet,1560000000000,mancchandaniraj,113902035,,1.14E+018,""" SandeepReddyVanga your adaptation updating modernization to  Devdas works superbly with today's generation. Loved  KabirSingh "
1.14E+018,tweet,1560000000000,Amitabh93911318,1.05E+018,,1.14E+018,""" BhaskarSirius  RajeevMasand  RajaSen  Su4ita all the critics slamming  KabirSingh for toxic masculinity"
1.14E+018,tweet,1560000000000,Fazal0005,1.03E+018,,1.14E+018,""" KabirSingh is a powerful "
1.14E+018,tweet,1560000000000,AnyAndEveryOff,8.47E+017,,1.14E+018,""" kabirsinghmovie  ShahidKapoor  KiaraAdvani  Action  Drama  Romantic  SundayThoughts  SundayMotivation  HindiThose of U Who requested the following file"
1.14E+018,tweet,1560000000000,Abhilashvk5,4843246724,,1.14E+018,All boys want is a girl as loyal as preeti!!  Kabirsingh
1.14E+018,tweet,1560000000000,little3103,9.61E+017,,1.14E+018,Am I the only one who has watched half of the move kabir singh in peopleâs stories?
1.14E+018,tweet,1560000000000,SushantiSruthi,2501670571,,1.14E+018,Dear Arjun Reddy aka KabirÂ Singh  Â â¦pic.twitter.com/NIuvUyemIm
1.14E+018,tweet,1560000000000,ashishanilgarg,147486500,,1.14E+018,"""LYRICAL: Tujhe Kitna Chahne Lage | Kabir Singh | Mithoon Feat. Arijit Singh | Shahid Kapoor"
1.14E+018,tweet,1560000000000,varghesehimansu,2344949317,,1.14E+018,"""Here's my take. Kabir Singh is an asshole. He's meant to be an asshole. An asshole portrayed very very well by  ShahidKapoor. Credit where credit is due"
1.14E+018,tweet,1560000000000,Kavidhasan4,8.24E+017,,1.14E+018,SPICinemas is subtitle available for Kabir Singh....??
1.14E+018,tweet,1560000000000,AnubhavAwasth14,4472605514,,1.14E+018,"""This woman has double standards of another level. Her husband 'Mr. Wannabe' Ram Sampat was the music director of one of the most crass movies ever made """"Delhi Belly"""" and this woman was also a part of that movie. Yet"
1.14E+018,tweet,1560000000000,Abhiduggs,1.09E+018,,1.14E+018,kabirsinghboxoffice  KabirSingh  kabirsinghmovie  Shahid Kabir Singh's Special on Amazon only for Shahid Kapoor's Fans.Classic Square Sunglasses (Mirrored Lens Glasses).Click here (link:  Â )  Â  to see the Glares.
1.14E+018,tweet,1560000000000,Moviemagazine8,1.09E+018,,1.14E+018,KabirSingh actors  shahidkapoor  Advani_Kiara are all smiles as they visit a mall   ShahidKapoor  KiaraAdvanipic.twitter.com/e54J48TsvH
1.14E+018,tweet,1560000000000,SalikEjaz,8.13E+017,,1.14E+018,shahidkapoor  Advani_Kiara best movie  KabirSingh.shahid best performance till now.beautiful movie
1.14E+018,tweet,1560000000000,BlogDrive,978044029,,1.14E+018,KabirSingh is a Clean Hit Now and It's chasing a Blockbuster Box office Status. Collection Details of Sunday are Extraordinary.Extremely Well Done. shahidkapoor  Advani_Kiara  imvangasandeep  Â â¦pic.twitter.com/5yn8jTboTq
1.14E+018,tweet,1560000000000,lashatheone,116176709,,1.14E+018,"""Background score"
1.14E+018,tweet,1560000000000,Abhiduggs,1.09E+018,,1.14E+018,kabirsinghboxoffice  KabirSingh  kabirsinghmovie  Shahid Kabir Singh's Special on Amazon only for Shahid Kapoor's Fans.Classic Square Sunglasses (Mirrored Lens Glasses).Click here (link:  Â )  Â  to see the Glares.
1.14E+018,tweet,1560000000000,IamOnkarJadhav,458064001,,1.14E+018,Watched  KabirSingh todayWhat a great work by  shahidkapoor sirI can't say about your box office collection but you are hitting peoples heart by your actingPlease please keep it up sirI would like to see you in more  movies like  KabirSinghHats off to you  shahidkapoor
1.14E+018,tweet,1560000000000,AhmadAnas419,4909558540,,1.14E+018,People are not liking a movie in which the hero potrays toxic masculinity but love to watch an actor with toxic masculinity working in movies.  KabirSingh  copied
1.14E+018,tweet,1560000000000,Abhiduggs,1.09E+018,,1.14E+018,kabirsinghboxoffice  KabirSingh  kabirsinghmovie  Shahid Kabir Singh's Special on Amazon only for Shahid Kapoor's Fans.Classic Square Sunglasses (Mirrored Lens Glasses).Click here (link:  Â )  Â  to see the Glares.
1.14E+018,tweet,1560000000000,Sakshi_kapoor17,2770785358,,1.14E+018,""" KabirSinghMovie a movie tht is filled with all the emotions love"
1.14E+018,tweet,1560000000000,akbhagat_says,127485794,,1.14E+018,Truth is I have seen  ArjunReddy but still loved   KabirSingh. 3 hours of entertainment. Congratulations  shahidkapoor  Advani_Kiara  shahidkapoor_RU  ShahidKapoorpic.twitter.com/5Z3moxA0A0
1.14E+018,tweet,1560000000000,BindiyaChotrani,1408486969,,1.14E+018,So bloody true!  KabirSingh pic.twitter.com/K8FpNl83qi
1.14E+018,tweet,1560000000000,NehraRakesh9,2150269399,,1.14E+018,"""No matter how many films left for release in 2019 but I can ensure you that no act can beat  shahidkapoor acting in  KabirSingh "
1.14E+018,tweet,1560000000000,stoicztweetz,1.14E+018,,1.14E+018,"""AR/KS is a rare film that u may come across 4 or 5 times in ur life. Bashing d movie is like judging a foreigner by his language"
1.14E+018,tweet,1560000000000,Dinesh76455450,1.02E+018,,1.14E+018,One Word About  KabirSingh  TheDeverakonda
1.14E+018,tweet,1560000000000,teelusrkian,2197415864,,1.14E+018,kabir singh exists ? ? ?
1.14E+018,tweet,1560000000000,WadhwaniRahul1,8.54E+017,,1.14E+018,"""OMG! What a movie!  OUTSTANDING Performances"
1.14E+018,tweet,1560000000000,Ash0k24,92192248,,1.14E+018,twitter se bore ho gaya tha bhai .. real life kabir singh ho
1.14E+018,tweet,1560000000000,filmfareme,183173838,,1.14E+018,Your Favorite Is?a. Kabir Singhb. Arjun Reddy  KabirSingh  ArjunReddy  shahidkapoor  VijayDeverakonda  ShahidKapoorpic.twitter.com/lFVxmtiEng
1.14E+018,tweet,1560000000000,prem_selfie,1.11E+018,,1.14E+018,KabirSingh  Whata   Movie  SahidKapoor   Gujarat  Any  Public  Proud  Of  moviepic.twitter.com/MGxaNX4zcy
1.14E+018,tweet,1560000000000,gabhi9,1700886960,,1.14E+018,LateNyteMve â watching Kabir Singh at INOX Leisure Ltd.  Â â¦
